985000, 0.001546, 0.94000
990000, 0.001290, 0.98000
995000, 0.001520, 0.96000
1000000, 0.001951, 0.96000
1005000, 0.001470, 0.96000
1010000, 0.001609, 0.94000
1015000, 0.002361, 0.92000
1020000, 0.001806, 0.96000
1025000, 0.002079, 0.90000
1030000, 0.001189, 0.98000
1035000, 0.001929, 0.92000
1040000, 0.002181, 0.90000
1045000, 0.001419, 0.94000
1050000, 0.001183, 0.96000
1055000, 0.001201, 0.96000
1060000, 0.001537, 0.98000
1065000, 0.001305, 0.98000
1070000, 0.001721, 0.92000
1075000, 0.000552, 1.00000
1080000, 0.001175, 1.00000
1085000, 0.001674, 0.94000
1090000, 0.000989, 0.96000
1095000, 0.001716, 0.92000
1100000, 0.001363, 0.94000
1105000, 0.000569, 1.00000
1110000, 0.000915, 0.96000
1115000, 0.001182, 0.94000
1120000, 0.000951, 0.98000
1125000, 0.000989, 0.96000
1130000, 0.001626, 0.94000
1135000, 0.001403, 0.98000
1140000, 0.001683, 0.92000
1145000, 0.000854, 0.98000
1150000, 0.001598, 0.94000
1155000, 0.001628, 0.94000
1160000, 0.001217, 0.94000
1165000, 0.000809, 1.00000
1170000, 0.000935, 0.96000
1175000, 0.000810, 0.98000
1180000, 0.000703, 1.00000
1185000, 0.001315, 0.96000
1190000, 0.000396, 1.00000
1195000, 0.000649, 1.00000
1200000, 0.001373, 0.94000
1205000, 0.000866, 0.98000
1210000, 0.001426, 0.96000
1215000, 0.001091, 0.94000
1220000, 0.000499, 1.00000
1225000, 0.000812, 0.98000
1230000, 0.000600, 1.00000
1235000, 0.000746, 0.98000
1240000, 0.000883, 0.96000
1245000, 0.001370, 0.94000
1250000, 0.000943, 0.98000
1255000, 0.001110, 0.94000
1260000, 0.000617, 0.98000
1265000, 0.002702, 0.90000
1270000, 0.001163, 0.98000
1275000, 0.001004, 0.98000
1280000, 0.000440, 1.00000
1285000, 0.000850, 0.98000
1290000, 0.000693, 0.98000
1295000, 0.000657, 1.00000
1300000, 0.001104, 0.96000
1305000, 0.000376, 1.00000
1310000, 0.000436, 1.00000
1315000, 0.001244, 0.98000
1320000, 0.000673, 0.98000
1325000, 0.001216, 0.96000
1330000, 0.001012, 0.94000
1335000, 0.000436, 1.00000
1340000, 0.000602, 1.00000
1345000, 0.000388, 1.00000
1350000, 0.000569, 0.98000
1355000, 0.000619, 0.98000
1360000, 0.001021, 0.98000
1365000, 0.000696, 0.98000
1370000, 0.000795, 0.96000
1375000, 0.000691, 0.98000
1380000, 0.000852, 0.98000
1385000, 0.001042, 0.98000
1390000, 0.000788, 0.98000
1395000, 0.000306, 1.00000
1400000, 0.000675, 0.98000
1405000, 0.000619, 0.98000
1410000, 0.000472, 1.00000
1415000, 0.001065, 0.98000
1420000, 0.000245, 1.00000
1425000, 0.000344, 1.00000
1430000, 0.000922, 0.98000
1435000, 0.000544, 0.98000
1440000, 0.000709, 1.00000
1445000, 0.000949, 0.94000
1450000, 0.000298, 1.00000
1455000, 0.000326, 1.00000
1460000, 0.000390, 1.00000
1465000, 0.000448, 1.00000
1470000, 0.000555, 0.98000
1475000, 0.000814, 1.00000
1480000, 0.000570, 1.00000
1485000, 0.000870, 0.96000
1490000, 0.000482, 0.98000
1495000, 0.000638, 0.98000
1500000, 0.000770, 0.98000
1505000, 0.000787, 0.98000
1510000, 0.000257, 1.00000
1515000, 0.000550, 0.98000
1520000, 0.000476, 0.98000
1525000, 0.000292, 1.00000
1530000, 0.000684, 1.00000
1535000, 0.000291, 1.00000
1540000, 0.000287, 1.00000
1545000, 0.000892, 0.98000
1550000, 0.000467, 0.98000
1555000, 0.000677, 0.98000
1560000, 0.000900, 0.96000
1565000, 0.000176, 1.00000
1570000, 0.000342, 1.00000
1575000, 0.000254, 1.00000
1580000, 0.000469, 0.98000
1585000, 0.000461, 0.98000
1590000, 0.000682, 1.00000
1595000, 0.000640, 1.00000
1600000, 0.000796, 0.96000
1605000, 0.000523, 0.98000
1610000, 0.000735, 0.98000
1615000, 0.000821, 0.98000
1620000, 0.000720, 0.98000
1625000, 0.000301, 1.00000
1630000, 0.000648, 0.98000
1635000, 0.000601, 0.98000
1640000, 0.000340, 1.00000
1645000, 0.000736, 0.98000
1650000, 0.000413, 1.00000
1655000, 0.000339, 1.00000
1660000, 0.000887, 0.98000
1665000, 0.000496, 0.98000
1670000, 0.000560, 1.00000
1675000, 0.000844, 1.00000
1680000, 0.000127, 1.00000
1685000, 0.000181, 1.00000
1690000, 0.000119, 1.00000
1695000, 0.000303, 0.98000
1700000, 0.000316, 1.00000
1705000, 0.000289, 1.00000
1710000, 0.000210, 1.00000
1715000, 0.000649, 0.96000
1720000, 0.000390, 1.00000
1725000, 0.000467, 1.00000
1730000, 0.000468, 0.98000
1735000, 0.000466, 0.98000
1740000, 0.000175, 1.00000
1745000, 0.000405, 0.98000
1750000, 0.000431, 0.98000
1755000, 0.000265, 1.00000
1760000, 0.000380, 1.00000
1765000, 0.000123, 1.00000
1770000, 0.000199, 1.00000
1775000, 0.000681, 0.98000
1780000, 0.000426, 0.98000
1785000, 0.000553, 0.98000
1790000, 0.000809, 0.96000
1795000, 0.000156, 1.00000
1800000, 0.000173, 1.00000
1805000, 0.000325, 1.00000
1810000, 0.000294, 0.98000
1815000, 0.000290, 1.00000
1820000, 0.000221, 1.00000
1825000, 0.000331, 1.00000
1830000, 0.000638, 0.96000
1835000, 0.000376, 1.00000
1840000, 0.000487, 0.98000
1845000, 0.000650, 0.98000
1850000, 0.000507, 0.98000
1855000, 0.000234, 1.00000
1860000, 0.000356, 1.00000
1865000, 0.000402, 0.98000
1870000, 0.000279, 1.00000
1875000, 0.000317, 1.00000
1880000, 0.000114, 1.00000
1885000, 0.000104, 1.00000
1890000, 0.000566, 1.00000
1895000, 0.000380, 0.98000
1900000, 0.000459, 1.00000
1905000, 0.000752, 0.96000
1910000, 0.000265, 1.00000
1915000, 0.000174, 1.00000
1920000, 0.000162, 1.00000
1925000, 0.000305, 1.00000
1930000, 0.000386, 1.00000
1935000, 0.000309, 1.00000
1940000, 0.000323, 1.00000
1945000, 0.000624, 1.00000
1950000, 0.000453, 0.98000
1955000, 0.000651, 0.98000
1960000, 0.000456, 0.98000
1965000, 0.000440, 0.98000
1970000, 0.000166, 1.00000
1975000, 0.000224, 1.00000
1980000, 0.000254, 1.00000
1985000, 0.000098, 1.00000
1990000, 0.000323, 1.00000
1995000, 0.000112, 1.00000
2000000, 0.000148, 1.00000
2005000, 0.000362, 1.00000
2010000, 0.000390, 0.98000
2015000, 0.000487, 1.00000
2020000, 0.000685, 0.96000
2025000, 0.000160, 1.00000
2030000, 0.000099, 1.00000
2035000, 0.000105, 1.00000
2040000, 0.000200, 1.00000
2045000, 0.000171, 1.00000
2050000, 0.000230, 1.00000
2055000, 0.000181, 1.00000
2060000, 0.000375, 1.00000
2065000, 0.000361, 0.98000
2070000, 0.000382, 0.98000
2075000, 0.000360, 0.98000
2080000, 0.000357, 1.00000
2085000, 0.000090, 1.00000
2090000, 0.000141, 1.00000
2095000, 0.000161, 1.00000
2100000, 0.000110, 1.00000
2105000, 0.000210, 1.00000
2110000, 0.000091, 1.00000
2115000, 0.000090, 1.00000
2120000, 0.000190, 1.00000
