5000, 0.013900, 0.12000
10000, 0.013377, 0.20000
15000, 0.013441, 0.16000
20000, 0.012264, 0.22000
25000, 0.012261, 0.30000
30000, 0.012680, 0.18000
35000, 0.012219, 0.34000
40000, 0.011816, 0.34000
45000, 0.011958, 0.32000
50000, 0.011327, 0.34000
55000, 0.011971, 0.26000
60000, 0.010976, 0.38000
65000, 0.011359, 0.44000
70000, 0.011302, 0.38000
75000, 0.011014, 0.38000
80000, 0.010754, 0.36000
85000, 0.010515, 0.40000
90000, 0.011445, 0.32000
95000, 0.010607, 0.40000
100000, 0.011305, 0.32000
105000, 0.009080, 0.52000
110000, 0.010359, 0.38000
115000, 0.010752, 0.46000
120000, 0.011114, 0.38000
125000, 0.010626, 0.38000
130000, 0.011309, 0.34000
135000, 0.009394, 0.52000
140000, 0.010621, 0.40000
145000, 0.011205, 0.42000
150000, 0.010558, 0.38000
155000, 0.009484, 0.52000
160000, 0.010041, 0.42000
165000, 0.009710, 0.50000
170000, 0.009920, 0.40000
175000, 0.008922, 0.62000
180000, 0.009645, 0.48000
185000, 0.009521, 0.52000
190000, 0.009307, 0.56000
195000, 0.008772, 0.46000
200000, 0.009206, 0.50000
205000, 0.010502, 0.40000
210000, 0.009419, 0.46000
215000, 0.010376, 0.42000
220000, 0.007734, 0.62000
225000, 0.009021, 0.54000
230000, 0.008764, 0.56000
235000, 0.010162, 0.40000
240000, 0.009171, 0.48000
245000, 0.010038, 0.48000
250000, 0.007701, 0.62000
255000, 0.009163, 0.48000
260000, 0.009618, 0.52000
265000, 0.009375, 0.44000
270000, 0.008236, 0.58000
275000, 0.008488, 0.60000
280000, 0.008604, 0.58000
285000, 0.008770, 0.52000
290000, 0.007633, 0.68000
295000, 0.008490, 0.52000
300000, 0.008699, 0.54000
305000, 0.007943, 0.68000
310000, 0.007744, 0.52000
315000, 0.008290, 0.56000
320000, 0.008820, 0.54000
325000, 0.008788, 0.52000
330000, 0.009527, 0.50000
335000, 0.006856, 0.64000
340000, 0.007045, 0.66000
345000, 0.008571, 0.64000
350000, 0.009124, 0.46000
355000, 0.007775, 0.56000
360000, 0.008499, 0.62000
365000, 0.006564, 0.68000
370000, 0.007773, 0.64000
375000, 0.008450, 0.62000
380000, 0.008159, 0.60000
385000, 0.006514, 0.72000
390000, 0.007012, 0.66000
395000, 0.007202, 0.70000
400000, 0.007786, 0.60000
405000, 0.006676, 0.72000
410000, 0.007455, 0.62000
415000, 0.007054, 0.68000
420000, 0.006340, 0.70000
425000, 0.006437, 0.66000
430000, 0.007260, 0.60000
435000, 0.006462, 0.70000
440000, 0.007746, 0.60000
445000, 0.008083, 0.56000
450000, 0.005660, 0.68000
455000, 0.005186, 0.78000
460000, 0.006759, 0.72000
465000, 0.007851, 0.60000
470000, 0.006194, 0.72000
475000, 0.006633, 0.76000
480000, 0.005180, 0.76000
485000, 0.005879, 0.76000
490000, 0.006517, 0.70000
495000, 0.006557, 0.76000
500000, 0.004260, 0.90000
505000, 0.005366, 0.76000
510000, 0.005863, 0.74000
515000, 0.006018, 0.76000
520000, 0.004920, 0.84000
525000, 0.005485, 0.78000
530000, 0.005286, 0.84000
535000, 0.003989, 0.82000
540000, 0.005515, 0.74000
545000, 0.005795, 0.74000
550000, 0.004962, 0.78000
555000, 0.005667, 0.72000
560000, 0.006137, 0.68000
565000, 0.004640, 0.80000
570000, 0.003865, 0.88000
575000, 0.004838, 0.76000
580000, 0.005973, 0.70000
585000, 0.004525, 0.80000
590000, 0.003966, 0.86000
595000, 0.003447, 0.86000
600000, 0.004385, 0.80000
605000, 0.004019, 0.80000
610000, 0.004509, 0.82000
615000, 0.002747, 0.92000
620000, 0.004377, 0.80000
625000, 0.004119, 0.82000
630000, 0.004107, 0.84000
635000, 0.003629, 0.84000
640000, 0.003756, 0.80000
645000, 0.003760, 0.84000
650000, 0.002622, 0.90000
655000, 0.004389, 0.78000
660000, 0.003987, 0.88000
665000, 0.003984, 0.82000
670000, 0.004217, 0.78000
675000, 0.004544, 0.74000
680000, 0.003816, 0.80000
685000, 0.002648, 0.92000
690000, 0.003902, 0.82000
695000, 0.004855, 0.74000
700000, 0.003549, 0.80000
705000, 0.003130, 0.90000
710000, 0.002445, 0.90000
715000, 0.003354, 0.82000
720000, 0.002981, 0.84000
725000, 0.003270, 0.86000
730000, 0.001835, 0.98000
735000, 0.002940, 0.88000
740000, 0.002897, 0.86000
745000, 0.002863, 0.90000
750000, 0.002932, 0.88000
755000, 0.002587, 0.90000
760000, 0.002688, 0.92000
765000, 0.001961, 0.90000
770000, 0.003345, 0.82000
775000, 0.002594, 0.88000
780000, 0.002588, 0.86000
785000, 0.003416, 0.84000
790000, 0.003506, 0.78000
795000, 0.003327, 0.82000
800000, 0.001569, 0.94000
805000, 0.003078, 0.86000
810000, 0.003751, 0.84000
815000, 0.002681, 0.88000
820000, 0.002044, 0.96000
825000, 0.001937, 0.96000
830000, 0.002839, 0.88000
835000, 0.002407, 0.92000
840000, 0.002708, 0.88000
845000, 0.001246, 1.00000
850000, 0.002205, 0.94000
855000, 0.002367, 0.88000
860000, 0.001979, 0.96000
865000, 0.002041, 0.90000
870000, 0.002075, 0.90000
875000, 0.001648, 0.98000
880000, 0.001848, 0.90000
885000, 0.002828, 0.90000
890000, 0.001819, 0.94000
895000, 0.001970, 0.96000
900000, 0.002675, 0.86000
905000, 0.002662, 0.90000
910000, 0.002692, 0.88000
915000, 0.001451, 0.96000
920000, 0.002367, 0.92000
925000, 0.002829, 0.88000
930000, 0.001949, 0.92000
935000, 0.001475, 0.94000
940000, 0.001481, 0.96000
945000, 0.002301, 0.96000
950000, 0.002028, 0.94000
955000, 0.001957, 0.94000
960000, 0.000632, 1.00000
965000, 0.001603, 0.92000
970000, 0.001963, 0.90000
975000, 0.001418, 0.96000
980000, 0.002178, 0.90000
